5301,53,KABUPATEN SUMBA BARAT
5302,53,KABUPATEN SUMBA TIMUR
5303,53,KABUPATEN KUPANG
5304,53,KABUPATEN TIMOR TENGAH SELATAN
5305,53,KABUPATEN TIMOR TENGAH UTARA
5306,53,KABUPATEN BELU
5307,53,KABUPATEN ALOR
5308,53,KABUPATEN LEMBATA
5309,53,KABUPATEN FLORES TIMUR
5310,53,KABUPATEN SIKKA
5311,53,KABUPATEN ENDE
5312,53,KABUPATEN NGADA
5313,53,KABUPATEN MANGGARAI
5314,53,KABUPATEN ROTE NDAO
5315,53,KABUPATEN MANGGARAI BARAT
5316,53,KABUPATEN SUMBA TENGAH
5317,53,KABUPATEN SUMBA BARAT DAYA
5318,53,KABUPATEN NAGEKEO
5319,53,KABUPATEN MANGGARAI TIMUR
5320,53,KABUPATEN SABU RAIJUA
5321,53,KABUPATEN MALAKA
5371,53,KOTA KUPANG
