9401,94,KABUPATEN MERAUKE
9402,94,KABUPATEN JAYAWIJAYA
9403,94,KABUPATEN JAYAPURA
9404,94,KABUPATEN NABIRE
9408,94,KABUPATEN KEPULAUAN YAPEN
9409,94,KABUPATEN BIAK NUMFOR
9410,94,KABUPATEN PANIAI
9411,94,KABUPATEN PUNCAK JAYA
9412,94,KABUPATEN MIMIKA
9413,94,KABUPATEN BOVEN DIGOEL
9414,94,KABUPATEN MAPPI
9415,94,KABUPATEN ASMAT
9416,94,KABUPATEN YAHUKIMO
9417,94,KABUPATEN PEGUNUNGAN BINTANG
9418,94,KABUPATEN TOLIKARA
9419,94,KABUPATEN SARMI
9420,94,KABUPATEN KEEROM
9426,94,KABUPATEN WAROPEN
9427,94,KABUPATEN SUPIORI
9428,94,KABUPATEN MAMBERAMO RAYA
9429,94,KABUPATEN NDUGA
9430,94,KABUPATEN LANNY JAYA
9431,94,KABUPATEN MAMBERAMO TENGAH
9432,94,KABUPATEN YALIMO
9433,94,KABUPATEN PUNCAK
9434,94,KABUPATEN DOGIYAI
9435,94,KABUPATEN INTAN JAYA
9436,94,KABUPATEN DEIYAI
9471,94,KOTA JAYAPURA
