1301,13,KABUPATEN KEPULAUAN MENTAWAI
1302,13,KABUPATEN PESISIR SELATAN
1303,13,KABUPATEN SOLOK
1304,13,KABUPATEN SIJUNJUNG
1305,13,KABUPATEN TANAH DATAR
1306,13,KABUPATEN PADANG PARIAMAN
1307,13,KABUPATEN AGAM
1308,13,KABUPATEN LIMA PULUH KOTA
1309,13,KABUPATEN PASAMAN
1310,13,KABUPATEN SOLOK SELATAN
1311,13,KABUPATEN DHARMASRAYA
1312,13,KABUPATEN PASAMAN BARAT
1371,13,KOTA PADANG
1372,13,KOTA SOLOK
1373,13,KOTA SAWAH LUNTO
1374,13,KOTA PADANG PANJANG
1375,13,KOTA BUKITTINGGI
1376,13,KOTA PAYAKUMBUH
1377,13,KOTA PARIAMAN
