1601,16,KABUPATEN OGAN KOMERING ULU
1602,16,KABUPATEN OGAN KOMERING ILIR
1603,16,KABUPATEN MUARA ENIM
1604,16,KABUPATEN LAHAT
1605,16,KABUPATEN MUSI RAWAS
1606,16,KABUPATEN MUSI BANYUASIN
1607,16,KABUPATEN BANYU ASIN
1608,16,KABUPATEN OGAN KOMERING ULU SELATAN
1609,16,KABUPATEN OGAN KOMERING ULU TIMUR
1610,16,KABUPATEN OGAN ILIR
1611,16,KABUPATEN EMPAT LAWANG
1612,16,KABUPATEN PENUKAL ABAB LEMATANG ILIR
1613,16,KABUPATEN MUSI RAWAS UTARA
1671,16,KOTA PALEMBANG
1672,16,KOTA PRABUMULIH
1673,16,KOTA PAGAR ALAM
1674,16,KOTA LUBUKLINGGAU
