9411040,9411,FAWI
9411041,9411,DAGAI
9411042,9411,KIYAGE
9411050,9411,MULIA
9411053,9411,YAMBI
9411054,9411,ILAMBURAWI
9411055,9411,MUARA
9411056,9411,PAGALEME
9411057,9411,GURAGE
9411058,9411,IRIMULI
9411060,9411,ILU
9411061,9411,TORERE
9411063,9411,YAMONERI
9411064,9411,WAEGI
9411065,9411,NUME
9411066,9411,NIOGA
9411067,9411,GUBUME
9411068,9411,TAGANOMBAK
9411070,9411,TINGGINAMBUT
9411071,9411,KALOME
9411072,9411,WANWI
9411080,9411,MEWOLUK
9411081,9411,LUMO
9411082,9411,MOLANIKIME
9411090,9411,YAMO
9411091,9411,DOKOME
