3513010,3513,SUKAPURA
3513020,3513,SUMBER
3513030,3513,KURIPAN
3513040,3513,BANTARAN
3513050,3513,LECES
3513060,3513,TEGALSIWALAN
3513070,3513,BANYUANYAR
3513080,3513,TIRIS
3513090,3513,KRUCIL
3513100,3513,GADING
3513110,3513,PAKUNIRAN
3513120,3513,KOTAANYAR
3513130,3513,PAITON
3513140,3513,BESUK
3513150,3513,KRAKSAAN
3513160,3513,KREJENGAN
3513170,3513,PAJARAKAN
3513180,3513,MARON
3513190,3513,GENDING
3513200,3513,DRINGU
3513210,3513,WONOMERTO
3513220,3513,LUMBANG
3513230,3513,TONGAS
3513240,3513,SUMBERASIH
