1105080,1105,SERBA JADI
1105081,1105,SIMPANG JERNIH
1105082,1105,PEUNARON
1105090,1105,BIREM BAYEUN
1105100,1105,RANTAU SELAMAT
1105101,1105,SUNGAI RAYA
1105110,1105,PEUREULAK
1105111,1105,PEUREULAK TIMUR
1105112,1105,PEUREULAK BARAT
1105120,1105,RANTO PEUREULAK
1105130,1105,IDI RAYEUK
1105131,1105,PEUDAWA
1105132,1105,BANDA ALAM
1105133,1105,IDI TUNONG
1105134,1105,DARUL IHSAN
1105135,1105,IDI TIMUR
1105140,1105,DARUL AMAN
1105150,1105,NURUSSALAM
1105151,1105,DARUL FALAH
1105160,1105,JULOK
1105161,1105,INDRA MAKMUR
1105170,1105,PANTE BIDARI
1105180,1105,SIMPANG ULIM
1105181,1105,MADAT
