3302010,3302,LUMBIR
3302020,3302,WANGON
3302030,3302,JATILAWANG
3302040,3302,RAWALO
3302050,3302,KEBASEN
3302060,3302,KEMRANJEN
3302070,3302,SUMPIUH
3302080,3302,TAMBAK
3302090,3302,SOMAGEDE
3302100,3302,KALIBAGOR
3302110,3302,BANYUMAS
3302120,3302,PATIKRAJA
3302130,3302,PURWOJATI
3302140,3302,AJIBARANG
3302150,3302,GUMELAR
3302160,3302,PEKUNCEN
3302170,3302,CILONGOK
3302180,3302,KARANGLEWAS
3302190,3302,KEDUNG BANTENG
3302200,3302,BATURRADEN
3302210,3302,SUMBANG
3302220,3302,KEMBARAN
3302230,3302,SOKARAJA
3302710,3302,PURWOKERTO SELATAN
3302720,3302,PURWOKERTO BARAT
3302730,3302,PURWOKERTO TIMUR
3302740,3302,PURWOKERTO UTARA
