3206010,3206,CIPATUJAH
3206020,3206,KARANGNUNGGAL
3206030,3206,CIKALONG
3206040,3206,PANCATENGAH
3206050,3206,CIKATOMAS
3206060,3206,CIBALONG
3206061,3206,PARUNGPONTENG
3206070,3206,BANTARKALONG
3206071,3206,BOJONGASIH
3206072,3206,CULAMEGA
3206080,3206,BOJONGGAMBIR
3206090,3206,SODONGHILIR
3206100,3206,TARAJU
3206110,3206,SALAWU
3206111,3206,PUSPAHIANG
3206120,3206,TANJUNGJAYA
3206130,3206,SUKARAJA
3206140,3206,SALOPA
3206141,3206,JATIWARAS
3206150,3206,CINEAM
3206151,3206,KARANGJAYA
3206160,3206,MANONJAYA
3206161,3206,GUNUNGTANJUNG
3206190,3206,SINGAPARNA
3206191,3206,SUKARAME
3206192,3206,MANGUNREJA
3206200,3206,CIGALONTANG
3206210,3206,LEUWISARI
3206211,3206,SARIWANGI
3206212,3206,PADAKEMBANG
3206221,3206,SUKARATU
3206230,3206,CISAYONG
3206231,3206,SUKAHENING
3206240,3206,RAJAPOLAH
3206250,3206,JAMANIS
3206260,3206,CIAWI
3206261,3206,KADIPATEN
3206270,3206,PAGERAGEUNG
3206271,3206,SUKARESIK
