9433010,9433,AGADUGUME
9433011,9433,LAMBEWI
9433012,9433,ONERI
9433020,9433,GOME
9433021,9433,AMUNGKALPIA
9433022,9433,GOME UTARA
9433023,9433,ERELMAKAWIA
9433030,9433,ILAGA
9433031,9433,ILAGA UTARA
9433032,9433,MABUGI
9433033,9433,OMUKIA
9433040,9433,SINAK
9433041,9433,SINAK BARAT
9433042,9433,MAGEÁBUME
9433043,9433,YUGUMUAK
9433050,9433,POGOMA
9433051,9433,KEMBRU
9433052,9433,BINA
9433060,9433,WANGBE
9433061,9433,OGAMANIM
9433070,9433,BEOGA
9433071,9433,BEOGA BARAT
9433072,9433,BEOGA TIMUR
9433080,9433,DOUFO
9433081,9433,DERVOS
