3205010,3205,CISEWU
3205011,3205,CARINGIN
3205020,3205,TALEGONG
3205030,3205,BUNGBULANG
3205031,3205,MEKARMUKTI
3205040,3205,PAMULIHAN
3205050,3205,PAKENJENG
3205060,3205,CIKELET
3205070,3205,PAMEUNGPEUK
3205080,3205,CIBALONG
3205090,3205,CISOMPET
3205100,3205,PEUNDEUY
3205110,3205,SINGAJAYA
3205111,3205,CIHURIP
3205120,3205,CIKAJANG
3205130,3205,BANJARWANGI
3205140,3205,CILAWU
3205150,3205,BAYONGBONG
3205151,3205,CIGEDUG
3205160,3205,CISURUPAN
3205161,3205,SUKARESMI
3205170,3205,SAMARANG
3205171,3205,PASIRWANGI
3205181,3205,TAROGONG KIDUL
3205182,3205,TAROGONG KALER
3205190,3205,GARUT KOTA
3205200,3205,KARANGPAWITAN
3205210,3205,WANARAJA
3205211,3205,SUCINARAJA
3205212,3205,PANGATIKAN
3205220,3205,SUKAWENING
3205221,3205,KARANGTENGAH
3205230,3205,BANYURESMI
3205240,3205,LELES
3205250,3205,LEUWIGOONG
3205260,3205,CIBATU
3205261,3205,KERSAMANAH
3205270,3205,CIBIUK
3205280,3205,KADUNGORA
3205290,3205,BLUBUR LIMBANGAN
3205300,3205,SELAAWI
3205310,3205,MALANGBONG
